LPLA_ECOLI,0.42,0.38,0.48,0.50,0.54,0.34,0.43,cp
LYSR_ECOLI,0.44,0.56,0.48,0.50,0.50,0.46,0.54,cp
MALQ_ECOLI,0.52,0.36,0.48,0.50,0.41,0.28,0.38,cp
MALZ_ECOLI,0.36,0.41,0.48,0.50,0.48,0.47,0.54,cp
MASY_ECOLI,0.18,0.30,0.48,0.50,0.46,0.24,0.35,cp
METB_ECOLI,0.47,0.29,0.48,0.50,0.51,0.33,0.43,cp
METC_ECOLI,0.24,0.43,0.48,0.50,0.54,0.52,0.59,cp
METK_ECOLI,0.25,0.37,0.48,0.50,0.41,0.33,0.42,cp
METR_ECOLI,0.52,0.57,0.48,0.50,0.42,0.47,0.54,cp
METX_ECOLI,0.25,0.37,0.48,0.50,0.43,0.26,0.36,cp
MURF_ECOLI,0.35,0.48,0.48,0.50,0.56,0.40,0.48,cp
NADA_ECOLI,0.26,0.26,0.48,0.50,0.34,0.25,0.35,cp
NFRC_ECOLI,0.44,0.51,0.48,0.50,0.47,0.26,0.36,cp
NHAR_ECOLI,0.37,0.50,0.48,0.50,0.42,0.36,0.45,cp
NIRD_ECOLI,0.44,0.42,0.48,0.50,0.42,0.25,0.20,cp
OMPR_ECOLI,0.24,0.43,0.48,0.50,0.37,0.28,0.38,cp
OTC1_ECOLI,0.42,0.30,0.48,0.50,0.48,0.26,0.36,cp
OTC2_ECOLI,0.48,0.42,0.48,0.50,0.45,0.25,0.35,cp
PEPE_ECOLI,0.41,0.48,0.48,0.50,0.51,0.44,0.51,cp
PFLA_ECOLI,0.44,0.28,0.48,0.50,0.43,0.27,0.37,cp
PFLB_ECOLI,0.29,0.41,0.48,0.50,0.48,0.38,0.46,cp
PGK_ECOLI,0.34,0.28,0.48,0.50,0.41,0.35,0.44,cp
PHOB_ECOLI,0.41,0.43,0.48,0.50,0.45,0.31,0.41,cp
PHOH_ECOLI,0.29,0.47,0.48,0.50,0.41,0.23,0.34,cp
PMBA_ECOLI,0.34,0.55,0.48,0.50,0.58,0.31,0.41,cp
PNP_ECOLI,0.36,0.56,0.48,0.50,0.43,0.45,0.53,cp
PROB_ECOLI,0.40,0.46,0.48,0.50,0.52,0.49,0.56,cp
PT1A_ECOLI,0.50,0.49,0.48,0.50,0.49,0.46,0.53,cp
PT1_ECOLI,0.52,0.44,0.48,0.50,0.37,0.36,0.42,cp
PTCA_ECOLI,0.50,0.51,0.48,0.50,0.27,0.23,0.34,cp
PTCB_ECOLI,0.53,0.42,0.48,0.50,0.16,0.29,0.39,cp
PTFA_ECOLI,0.34,0.46,0.48,0.50,0.52,0.35,0.44,cp
PTGA_ECOLI,0.40,0.42,0.48,0.50,0.37,0.27,0.27,cp
PTHA_ECOLI,0.41,0.43,0.48,0.50,0.50,0.24,0.25,cp
PTHP_ECOLI,0.30,0.45,0.48,0.50,0.36,0.21,0.32,cp
PTKA_ECOLI,0.31,0.47,0.48,0.50,0.29,0.28,0.39,cp
PTKB_ECOLI,0.64,0.76,0.48,0.50,0.45,0.35,0.38,cp
PTNA_ECOLI,0.35,0.37,0.48,0.50,0.30,0.34,0.43,cp
PTWB_ECOLI,0.57,0.54,0.48,0.50,0.37,0.28,0.33,cp
PTWX_ECOLI,0.65,0.55,0.48,0.50,0.34,0.37,0.28,cp
RHAR_ECOLI,0.51,0.46,0.48,0.50,0.58,0.31,0.41,cp
RHAS_ECOLI,0.38,0.40,0.48,0.50,0.63,0.25,0.35,cp
RIMI_ECOLI,0.24,0.57,0.48,0.50,0.63,0.34,0.43,cp
RIMJ_ECOLI,0.38,0.26,0.48,0.50,0.54,0.16,0.28,cp
RIML_ECOLI,0.33,0.47,0.48,0.50,0.53,0.18,0.29,cp
RNB_ECOLI,0.24,0.34,0.48,0.50,0.38,0.30,0.40,cp
RNC_ECOLI,0.26,0.50,0.48,0.50,0.44,0.32,0.41,cp
RND_ECOLI,0.44,0.49,0.48,0.50,0.39,0.38,0.40,cp
SYV_ECOLI,0.00,0.38,0.48,0.50,0.42,0.48,0.55,cp
SYW_ECOLI,0.39,0.31,0.48,0.50,0.38,0.34,0.43,cp
SYY_ECOLI,0.30,0.44,0.48,0.50,0.49,0.22,0.33,cp
THGA_ECOLI,0.27,0.30,0.48,0.50,0.71,0.28,0.39,cp
THIK_ECOLI,0.17,0.52,0.48,0.50,0.49,0.37,0.46,cp
TYRB_ECOLI,0.36,0.42,0.48,0.50,0.53,0.32,0.41,cp
UBIC_ECOLI,0.30,0.37,0.48,0.50,0.43,0.18,0.30,cp
UGPQ_ECOLI,0.26,0.40,0.48,0.50,0.36,0.26,0.37,cp
USPA_ECOLI,0.40,0.41,0.48,0.50,0.55,0.22,0.33,cp
UVRB_ECOLI,0.22,0.34,0.48,0.50,0.42,0.29,0.39,cp
UVRC_ECOLI,0.44,0.35,0.48,0.50,0.44,0.52,0.59,cp
XGPT_ECOLI,0.27,0.42,0.48,0.50,0.37,0.38,0.43,cp
XYLA_ECOLI,0.16,0.43,0.48,0.50,0.54,0.27,0.37,cp
EMRA_ECOLI,0.06,0.61,0.48,0.50,0.49,0.92,0.37,im
AAS_ECOLI,0.44,0.52,0.48,0.50,0.43,0.47,0.54,im
AMPE_ECOLI,0.63,0.47,0.48,0.50,0.51,0.82,0.84,im
ARAE_ECOLI,0.23,0.48,0.48,0.50,0.59,0.88,0.89,im
ARAH_ECOLI,0.34,0.49,0.48,0.50,0.58,0.85,0.80,im
AROP_ECOLI,0.43,0.40,0.48,0.50,0.58,0.75,0.78,im
ATKB_ECOLI,0.46,0.61,0.48,0.50,0.48,0.86,0.87,im
ATP6_ECOLI,0.27,0.35,0.48,0.50,0.51,0.77,0.79,im
BETT_ECOLI,0.52,0.39,0.48,0.50,0.65,0.71,0.73,im
CODB_ECOLI,0.29,0.47,0.48,0.50,0.71,0.65,0.69,im
CYDA_ECOLI,0.55,0.47,0.48,0.50,0.57,0.78,0.80,im
CYOC_ECOLI,0.12,0.67,0.48,0.50,0.74,0.58,0.63,im
CYOD_ECOLI,0.40,0.50,0.48,0.50,0.65,0.82,0.84,im
DCTA_ECOLI,0.73,0.36,0.48,0.50,0.53,0.91,0.92,im
DHG_ECOLI,0.84,0.44,0.48,0.50,0.48,0.71,0.74,im
DHSC_ECOLI,0.48,0.45,0.48,0.50,0.60,0.78,0.80,im
DHSD_ECOLI,0.54,0.49,0.48,0.50,0.40,0.87,0.88,im
DPPC_ECOLI,0.48,0.41,0.48,0.50,0.51,0.90,0.88,im
DSBB_ECOLI,0.50,0.66,0.48,0.50,0.31,0.92,0.92,im
ENVZ_ECOLI,0.72,0.46,0.48,0.50,0.51,0.66,0.70,im
EXBB_ECOLI,0.47,0.55,0.48,0.50,0.58,0.71,0.75,im
FRDC_ECOLI,0.33,0.56,0.48,0.50,0.33,0.78,0.80,im
FRDD_ECOLI,0.64,0.58,0.48,0.50,0.48,0.78,0.73,im
FTSW_ECOLI,0.54,0.57,0.48,0.50,0.56,0.81,0.83,im
GABP_ECOLI,0.47,0.59,0.48,0.50,0.52,0.76,0.79,im
GALP_ECOLI,0.63,0.50,0.48,0.50,0.59,0.85,0.86,im
GLNP_ECOLI,0.49,0.42,0.48,0.50,0.53,0.79,0.81,im
GLPT_ECOLI,0.31,0.50,0.48,0.50,0.57,0.84,0.85,im
EXBD_ECOLI,0.46,0.59,0.48,0.50,0.36,0.76,0.23,im
FTSL_ECOLI,0.36,0.45,0.48,0.50,0.38,0.79,0.17,im
FTSN_ECOLI,0.00,0.51,0.48,0.50,0.35,0.67,0.44,im
FTSQ_ECOLI,0.10,0.49,0.48,0.50,0.41,0.67,0.21,im
MOTB_ECOLI,0.30,0.51,0.48,0.50,0.42,0.61,0.34,im
TOLA_ECOLI,0.61,0.47,0.48,0.50,0.00,0.80,0.32,im
TOLQ_ECOLI,0.63,0.75,0.48,0.50,0.64,0.73,0.66,im
EMRB_ECOLI,0.71,0.52,0.48,0.50,0.64,1.00,0.99,im
ATKC_ECOLI,0.85,0.53,0.48,0.50,0.53,0.52,0.35,imS
NFRB_ECOLI,0.63,0.49,0.48,0.50,0.54,0.76,0.79,imS
NLPA_ECOLI,0.75,0.55,1.00,1.00,0.40,0.47,0.30,imL
CYOA_ECOLI,0.70,0.39,1.00,0.50,0.51,0.82,0.84,imL
ATKA_ECOLI,0.72,0.42,0.48,0.50,0.65,0.77,0.79,imU
BCR_ECOLI,0.79,0.41,0.48,0.50,0.66,0.81,0.83,imU
CADB_ECOLI,0.83,0.48,0.48,0.50,0.65,0.76,0.79,imU
CAIT_ECOLI,0.69,0.43,0.48,0.50,0.59,0.74,0.77,imU
CPXA_ECOLI,0.79,0.36,0.48,0.50,0.46,0.82,0.70,imU
CRED_ECOLI,0.78,0.33,0.48,0.50,0.57,0.77,0.79,imU
CYDB_ECOLI,0.75,0.37,0.48,0.50,0.64,0.70,0.74,imU
CYOB_ECOLI,0.59,0.29,0.48,0.50,0.64,0.75,0.77,imU
CYOE_ECOLI,0.67,0.37,0.48,0.50,0.54,0.64,0.68,imU
NUPC_ECOLI,0.70,0.53,0.48,0.50,0.70,0.86,0.87,imU
NUPG_ECOLI,0.64,0.45,0.48,0.50,0.67,0.61,0.66,imU
PNTB_ECOLI,0.81,0.52,0.48,0.50,0.57,0.78,0.80,imU
PTKC_ECOLI,0.73,0.26,0.48,0.50,0.57,0.75,0.78,imU
RHAT_ECOLI,0.49,0.61,1.00,0.50,0.56,0.71,0.74,imU
SECD_ECOLI,0.88,0.42,0.48,0.50,0.52,0.73,0.75,imU
SECG_ECOLI,0.84,0.54,0.48,0.50,0.75,0.92,0.70,imU
TEHA_ECOLI,0.63,0.51,0.48,0.50,0.64,0.72,0.76,imU
TYRP_ECOLI,0.86,0.55,0.48,0.50,0.63,0.81,0.83,imU
UHPB_ECOLI,0.79,0.54,0.48,0.50,0.50,0.66,0.68,imU
TONB_ECOLI,0.57,0.38,0.48,0.50,0.06,0.49,0.33,imU
LEP_ECOLI,0.78,0.44,0.48,0.50,0.45,0.73,0.68,imU
FADL_ECOLI,0.78,0.68,0.48,0.50,0.83,0.40,0.29,om
FHUA_ECOLI,0.63,0.69,0.48,0.50,0.65,0.41,0.28,om
LAMB_ECOLI,0.67,0.88,0.48,0.50,0.73,0.50,0.25,om
NFRA_ECOLI,0.61,0.75,0.48,0.50,0.51,0.33,0.33,om
CIRA_ECOLI,0.65,0.51,0.48,0.50,0.66,0.54,0.33,om
FECA_ECOLI,0.52,0.81,0.48,0.50,0.72,0.38,0.38,om
FEPA_ECOLI,0.64,0.57,0.48,0.50,0.70,0.33,0.26,om
FHUE_ECOLI,0.60,0.76,1.00,0.50,0.77,0.59,0.52,om
OMPP_ECOLI,0.69,0.59,0.48,0.50,0.77,0.39,0.21,om
OMPT_ECOLI,0.63,0.49,0.48,0.50,0.79,0.45,0.28,om
TOLC_ECOLI,0.71,0.71,0.48,0.50,0.68,0.43,0.36,om
PA1_ECOLI,0.68,0.63,0.48,0.50,0.73,0.40,0.30,om
MULI_ECOLI,0.77,0.57,1.00,0.50,0.37,0.54,0.01,omL
NLPB_ECOLI,0.66,0.49,1.00,0.50,0.54,0.56,0.36,omL
NLPE_ECOLI,0.71,0.46,1.00,0.50,0.52,0.59,0.30,omL
PAL_ECOLI,0.67,0.55,1.00,0.50,0.66,0.58,0.16,omL
SLP_ECOLI,0.68,0.49,1.00,0.50,0.62,0.55,0.28,omL
AGP_ECOLI,0.74,0.49,0.48,0.50,0.42,0.54,0.36,pp
AMY1_ECOLI,0.70,0.61,0.48,0.50,0.56,0.52,0.43,pp
ARAF_ECOLI,0.66,0.86,0.48,0.50,0.34,0.41,0.36,pp
ASG2_ECOLI,0.73,0.78,0.48,0.50,0.58,0.51,0.31,pp
BGLX_ECOLI,0.65,0.57,0.48,0.50,0.47,0.47,0.51,pp
C562_ECOLI,0.72,0.86,0.48,0.50,0.17,0.55,0.21,pp
CN16_ECOLI,0.67,0.70,0.48,0.50,0.46,0.45,0.33,pp
CYPH_ECOLI,0.67,0.81,0.48,0.50,0.54,0.49,0.23,pp
CYSP_ECOLI,0.67,0.61,0.48,0.50,0.51,0.37,0.38,pp
DGAL_ECOLI,0.63,1.00,0.48,0.50,0.35,0.51,0.49,pp
DPPA_ECOLI,0.57,0.59,0.48,0.50,0.39,0.47,0.33,pp
DSBA_ECOLI,0.71,0.71,0.48,0.50,0.40,0.54,0.39,pp
DSBC_ECOLI,0.66,0.74,0.48,0.50,0.31,0.38,0.43,pp
ECOT_ECOLI,0.67,0.81,0.48,0.50,0.25,0.42,0.25,pp
ECPD_ECOLI,0.64,0.72,0.48,0.50,0.49,0.42,0.19,pp
FECB_ECOLI,0.68,0.82,0.48,0.50,0.38,0.65,0.56,pp
FECR_ECOLI,0.32,0.39,0.48,0.50,0.53,0.28,0.38,pp
SPEA_ECOLI,0.29,0.39,0.48,0.50,0.52,0.40,0.48,pp
SUBI_ECOLI,0.62,0.83,0.48,0.50,0.46,0.36,0.40,pp
TBPA_ECOLI,0.56,0.54,0.48,0.50,0.43,0.37,0.30,pp
TESA_ECOLI,0.69,0.66,0.48,0.50,0.41,0.50,0.25,pp
TOLB_ECOLI,0.69,0.65,0.48,0.50,0.63,0.48,0.41,pp
TORA_ECOLI,0.43,0.59,0.48,0.50,0.52,0.49,0.56,pp
TREA_ECOLI,0.74,0.56,0.48,0.50,0.47,0.68,0.30,pp
UGPB_ECOLI,0.71,0.57,0.48,0.50,0.48,0.35,0.32,pp
USHA_ECOLI,0.61,0.60,0.48,0.50,0.44,0.39,0.38,pp
XYLF_ECOLI,0.59,0.61,0.48,0.50,0.42,0.42,0.37,pp
YTFQ_ECOLI,0.74,0.74,0.48,0.50,0.31,0.53,0.52,pp